Time (microseconds),Temp (c) ,Pressure (Pa),Alt ASL (m),Chamber raw,Ox raw,Fuel raw,High Press raw,Voltage (V),,Time since beginning (us),Time since beginning (s),Alt AGL (m),Chamber (psi),Ox (psi),Fuel (psi),High press (psi),,,,,,,,,,,
2356738656,41.68,939.35,680.37,0.661,1.5594,1.591,0.1134,24.31,,33295999,33.295999,0,6.625240488,351.4298242,342.048955,356.6390722,,,,,,,,,,,
2356810657,41.68,939.56,678.51,0.6595,1.5677,1.6015,0.1132,24.3,,33368000,33.368,-1.86,6.059162331,354.5635682,345.9713382,356.0366759,,,,,,,,,,,
2356882656,41.67,939.31,680.72,0.6613,1.579,1.6122,0.1147,24.27,,33439999,33.439999,0.35,6.738456119,358.8299906,349.9684335,360.5546487,,,,,,,,,,,
2356954658,41.67,939.31,680.72,0.6611,1.5904,1.6213,0.1176,24.29,,33512001,33.512001,0.35,6.662979031,363.134169,353.3678323,369.2893962,,,,,,,,,,,
2357026655,41.67,939.1,682.58,0.6595,1.5984,1.6315,0.1162,24.27,,33583998,33.583998,2.21,6.059162331,366.1546451,357.1781475,365.0726215,,,,,,,,,,,
2357098657,41.67,939.53,678.78,0.6607,1.6099,1.6424,0.1187,24.26,,33656000,33.656,-1.59,6.512024856,370.4965795,361.2499549,372.6025763,,,,,,,,,,,
2357170657,41.68,939.35,680.37,0.6613,1.6209,1.6516,0.1198,24.32,,33728000,33.728,0,6.738456119,374.6497341,364.6867097,375.9157563,,,,,,,,,,,
2357242655,41.67,939.31,680.72,0.6599,1.6275,1.662,0.1213,24.27,,33799998,33.799998,0.35,6.210116506,377.1416269,368.5717369,380.4337292,,,,,,,,,,,
2357314655,41.67,939.31,680.72,0.6606,1.6404,1.6731,0.1234,24.27,,33871998,33.871998,0.35,6.474286313,382.0121446,372.7182564,386.7588911,,,,,,,,,,,
2357386658,41.67,939.53,678.78,0.6613,1.6496,1.6814,0.1244,24.3,,33944001,33.944001,-1.59,6.738456119,385.4856921,375.8188069,389.770873,,,,,,,,,,,
2357458656,41.67,939.31,680.72,0.6599,1.6583,1.6925,0.1237,24.26,,34015999,34.015999,0.35,6.210116506,388.7704598,379.9653264,387.6624857,,,,,,,,,,,
2357530656,41.65,939.28,680.99,0.6611,1.6705,1.7033,0.128,24.27,,34087999,34.087999,0.62,6.662979031,393.3766858,383.9997777,400.6140078,,,,,,,,,,,
2357602656,41.67,939.1,682.58,0.6599,1.6798,1.7131,0.1261,24.32,,34159999,34.159999,2.21,6.210116506,396.8879893,387.6606687,394.8912422,,,,,,,,,,,
2357674654,41.65,939.28,680.99,0.6597,1.6896,1.723,0.1287,24.28,,34231997,34.231997,0.62,6.134639419,400.5880725,391.3589158,402.7223951,,,,,,,,,,,
2357746656,41.65,939.28,680.99,0.6608,1.7018,1.7345,0.1305,24.28,,34303999,34.303999,0.62,6.5497634,405.1942985,395.6548594,408.1439625,,,,,,,,,,,
2357818654,41.65,939.28,680.99,0.6596,1.7097,1.7439,0.1306,24.3,,34375997,34.375997,0.62,6.096900875,408.1770186,399.1663263,408.4451607,,,,,,,,,,,
2357890656,41.65,939.28,680.99,0.6597,1.719,1.7527,0.1331,24.27,,34447999,34.447999,0.62,6.134639419,411.6883221,402.453657,415.9751154,,,,,,,,,,,
2357962654,41.65,939.49,679.13,0.6608,1.7317,1.7643,0.1342,24.3,,34519997,34.519997,-1.24,6.5497634,416.4833279,406.7869566,419.2882955,,,,,,,,,,,
2358034657,41.65,939.28,680.99,0.6598,1.7404,1.774,0.1348,24.27,,34592000,34.592,0.62,6.172377963,419.7680956,410.4104916,421.0954847,,,,,,,,,,,
2358124655,41.65,939.49,679.13,0.661,1.7544,1.7864,0.1366,24.25,,34681998,34.681998,-1.24,6.625240488,425.0539287,415.0426394,426.5170521,,,,,,,,,,,
2358196657,41.63,939.24,681.34,0.6607,1.7649,1.7977,0.1386,24.3,,34754000,34.754,0.97,6.512024856,429.0183036,419.2638709,432.5410158,,,,,,,,,,,
2358268656,41.65,939.28,680.99,0.6599,1.773,1.8075,0.1383,24.24,,34825999,34.825999,0.62,6.210116506,432.0765356,422.9247619,431.6374213,,,,,,,,,,,
2358340656,41.65,939.49,679.13,0.6611,1.7847,1.8167,0.1411,24.27,,34897999,34.897999,-1.24,6.662979031,436.4939819,426.3615168,440.0709705,,,,,,,,,,,
2358412655,41.65,939.28,680.99,0.661,1.7948,1.828,0.144,24.29,,34969998,34.969998,0.62,6.625240488,440.307333,430.5827483,448.805718,,,,,,,,,,,
2358484657,41.65,939.28,680.99,0.6598,1.8039,1.8383,0.1433,24.25,,35042000,35.042,0.62,6.172377963,443.7431245,434.4304195,446.6973307,,,,,,,,,,,
2358556657,41.65,939.28,680.99,0.6611,1.8154,1.8472,0.1445,24.26,,35114000,35.114,0.62,6.662979031,448.0850589,437.7551062,450.311709,,,,,,,,,,,
2358628656,41.65,939.49,679.13,0.6606,1.824,1.8574,0.1448,24.3,,35185999,35.185999,-1.24,6.474286313,451.3320707,441.5654214,451.2153035,,,,,,,,,,,
2358756660,41.63,939.24,681.34,0.661,1.8436,1.8753,0.148,24.26,,35314003,35.314003,0.97,6.625240488,458.7322371,448.2521509,460.8536456,,,,,,,,,,,
2358828654,41.65,939.28,680.99,0.6609,1.8539,1.8864,0.1512,24.3,,35385997,35.385997,0.62,6.587501944,462.6211,452.3986704,470.4919876,,,,,,,,,,,
2358900656,41.65,939.28,680.99,0.6594,1.8619,1.8969,0.1506,24.25,,35457999,35.457999,0.62,6.021423788,465.6415761,456.3210536,468.6847985,,,,,,,,,,,
2358972654,41.63,939.46,679.4,0.6614,1.8743,1.9071,0.1506,24.27,,35529997,35.529997,-0.97,6.776194663,470.323314,460.1313688,468.6847985,,,,,,,,,,,
2359044655,41.65,939.28,680.99,0.6595,1.8817,1.9155,0.1538,24.29,,35601998,35.601998,0.62,6.059162331,473.1172544,463.2692754,478.3231405,,,,,,,,,,,
2359116656,41.63,939.46,679.4,0.6595,1.8917,1.9269,0.1517,24.27,,35673999,35.673999,-0.97,6.059162331,476.8928495,467.5278629,471.9979786,,,,,,,,,,,
2359188656,41.65,939.49,679.13,0.6613,1.9044,1.9379,0.1551,24.26,,35745999,35.745999,-1.24,6.738456119,481.6878553,471.6370263,482.238717,,,,,,,,,,,
2359260656,41.63,939.24,681.34,0.6597,1.9127,1.9457,0.1546,24.3,,35817999,35.817999,0.97,6.134639419,484.8215992,474.5507967,480.732726,,,,,,,,,,,
2359332655,41.63,939.24,681.34,0.6596,1.9236,1.9575,0.1586,24.24,,35889998,35.889998,0.97,6.096900875,488.9369979,478.9588084,492.7806536,,,,,,,,,,,
2359404655,41.63,939.24,681.34,0.6614,1.9351,1.9683,0.1576,24.3,,35961998,35.961998,0.97,6.776194663,493.2789323,482.9932597,489.7686717,,,,,,,,,,,
2359476657,41.61,939.42,679.75,0.6596,1.9431,1.9762,0.1598,24.27,,36034000,36.034,-0.62,6.096900875,496.2994084,485.9443861,496.3950319,,,,,,,,,,,
2359548656,41.61,939.21,681.61,0.6599,1.9531,1.9877,0.163,24.25,,36105999,36.105999,1.24,6.210116506,500.0750035,490.2403297,506.0333739,,,,,,,,,,,
2359620655,41.61,939.42,679.75,0.6609,1.9653,1.9978,0.1633,24.29,,36177998,36.177998,-0.62,6.587501944,504.6812295,494.0132888,506.9369685,,,,,,,,,,,
2359692655,41.61,939.21,681.61,0.6596,1.9746,2.0078,0.1633,24.31,,36249998,36.249998,1.24,6.096900875,508.1925329,497.7488919,506.9369685,,,,,,,,,,,
2359764656,41.61,939.21,681.61,0.66,1.9838,2.0182,0.166,24.25,,36321999,36.321999,1.24,6.24785505,511.6660804,501.6339191,515.0693196,,,,,,,,,,,
2359836657,41.61,939.42,679.75,0.6612,1.9951,2.0287,0.1663,24.29,,36394000,36.394,-0.62,6.700717575,515.9325029,505.5563024,515.9729141,,,,,,,,,,,
2359908655,41.61,939.21,681.61,0.6598,2.0041,2.038,0.1705,24.28,,36465998,36.465998,1.24,6.172377963,519.3305385,509.0304133,528.6232381,,,,,,,,,,,
2359980655,41.61,939.42,679.75,0.661,2.0156,2.049,0.1703,24.25,,36537998,36.537998,-0.62,6.625240488,523.6724729,513.1395767,528.0208417,,,,,,,,,,,
2360052656,41.61,939.21,681.61,0.6614,2.0257,2.0599,0.1703,24.28,,36609999,36.609999,1.24,6.776194663,527.4858239,517.211384,528.0208417,,,,,,,,,,,
2360124656,41.6,939.39,680.02,0.6601,2.0344,2.0692,0.1708,24.31,,36681999,36.681999,-0.35,6.285593594,530.7705917,520.6854949,529.5268326,,,,,,,,,,,
2360196656,41.61,939.21,681.61,0.661,2.0461,2.0791,0.1733,24.26,,36753999,36.753999,1.24,6.625240488,535.1880379,524.383742,537.0567873,,,,,,,,,,,
2360268656,41.6,939.39,680.02,0.6613,2.057,2.0902,0.1759,24.28,,36825999,36.825999,-0.35,6.738456119,539.3034366,528.5302614,544.8879402,,,,,,,,,,,
2360340656,41.6,939.18,681.87,0.6595,2.0647,2.0995,0.1752,24.23,,36897999,36.897999,1.5,6.059162331,542.2106448,532.0043723,542.7795529,,,,,,,,,,,
2360412657,41.6,939.39,680.02,0.6616,2.0768,2.1096,0.1771,24.24,,36970000,36.97,-0.35,6.85167175,546.7791149,535.7773314,548.5023185,,,,,,,,,,,
2360484657,41.6,939.39,680.02,0.6613,2.0861,2.1197,0.1806,24.28,,37042000,37.042,-0.35,6.738456119,550.2904183,539.5502905,559.0442551,,,,,,,,,,,
2360556656,41.6,939.39,680.02,0.6592,2.0951,2.1305,0.1791,24.28,,37113999,37.113999,-0.35,5.9459467,553.6884539,543.5847419,554.5262823,,,,,,,,,,,
2360628656,41.6,939.18,681.87,0.6615,2.1078,2.1403,0.1818,24.26,,37185999,37.185999,1.5,6.813933206,558.4834597,547.2456329,562.6586334,,,,,,,,,,,
2360700655,41.58,939.14,682.23,0.66,2.1156,2.1494,0.1835,24.3,,37257998,37.257998,1.86,6.24785505,561.4284239,550.6450317,567.7790026,,,,,,,,,,,
2360772656,41.6,939.39,680.02,0.6593,2.126,2.1607,0.1824,24.26,,37329999,37.329999,-0.35,5.983685244,565.3550428,554.8662632,564.4658225,,,,,,,,,,,
2360844656,41.58,939.14,682.23,0.661,2.1374,2.1713,0.1851,24.27,,37401999,37.401999,1.86,6.625240488,569.6592212,558.8260025,572.5981736,,,,,,,,,,,
2360916656,41.58,939.35,680.37,0.6593,2.1457,2.1814,0.1858,24.29,,37473999,37.473999,0,5.983685244,572.7929652,562.5989616,574.7065609,,,,,,,,,,,
2360988655,41.58,939.35,680.37,0.6601,2.1567,2.1922,0.1861,24.28,,37545998,37.545998,0,6.285593594,576.9461198,566.633413,575.6101555,,,,,,,,,,,
2361060657,41.58,939.35,680.37,0.6609,2.1691,2.2019,0.1893,24.27,,37618000,37.618,0,6.587501944,581.6278577,570.256948,585.2484975,,,,,,,,,,,
2361132656,41.56,939.32,680.64,0.6596,2.1772,2.2111,0.1905,24.3,,37689999,37.689999,0.27,6.096900875,584.6860897,573.6937028,588.8628758,,,,,,,,,,,
2361204655,41.56,939.53,678.78,0.66,2.1869,2.223,0.1901,24.26,,37761998,37.761998,-1.59,6.24785505,588.348417,578.1390705,587.6580831,,,,,,,,,,,
2361276655,41.58,939.35,680.37,0.6615,2.1989,2.2334,0.1924,24.3,,37833998,37.833998,0,6.813933206,592.8791311,582.0240977,594.5856414,,,,,,,,,,,
2361348656,41.56,939.32,680.64,0.6597,2.2076,2.2421,0.1942,24.25,,37905999,37.905999,0.27,6.134639419,596.1638989,585.2740724,600.0072088,,,,,,,,,,,
2361420656,41.56,939.32,680.64,0.6594,2.2176,2.254,0.1965,24.25,,37977999,37.977999,0.27,6.021423788,599.939494,589.7194401,606.9347671,,,,,,,,,,,
2361492656,41.56,939.11,682.49,0.6613,2.2299,2.2645,0.1962,24.29,,38049999,38.049999,2.12,6.738456119,604.5834759,593.6418233,606.0311726,,,,,,,,,,,
2361564658,41.56,939.32,680.64,0.6602,2.2392,2.2728,0.1977,24.3,,38122001,38.122001,0.27,6.323332138,608.0947794,596.7423739,610.5491454,,,,,,,,,,,
2361636655,41.56,939.32,680.64,0.6608,2.2504,2.2839,0.2006,24.25,,38193998,38.193998,0.27,6.5497634,612.3234459,600.8888933,619.2838929,,,,,,,,,,,
2361708656,41.56,939.53,678.78,0.6607,2.2607,2.2949,0.2002,24.29,,38265999,38.265999,-1.59,6.512024856,616.2123089,604.9980567,618.0791001,,,,,,,,,,,
2361780654,41.56,939.11,682.49,0.6601,2.2689,2.3041,0.199,24.26,,38337997,38.337997,2.12,6.285593594,619.3082968,608.4348116,614.4647219,,,,,,,,,,,
2361852654,41.56,939.11,682.49,0.661,2.2807,2.3138,0.2028,24.24,,38409997,38.409997,2.12,6.625240488,623.7634991,612.0583466,625.910253,,,,,,,,,,,
2361924655,41.56,939.32,680.64,0.6614,2.2886,2.3222,0.2055,24.3,,38481998,38.481998,0.27,6.776194663,626.7462192,615.1962532,634.0426041,,,,,,,,,,,
2361996656,41.56,939.11,682.49,0.6599,2.2928,2.3289,0.2051,24.29,,38553999,38.553999,2.12,6.210116506,628.3319691,617.6991073,632.8378114,,,,,,,,,,,
2362068657,41.56,939.11,682.49,0.6617,2.2989,2.3337,0.2075,24.27,,38626000,38.626,2.12,6.889410294,630.6350822,619.4921967,640.0665679,,,,,,,,,,,
2362140654,41.56,939.32,680.64,0.661,2.3007,2.3369,0.2104,24.31,,38697997,38.697997,0.27,6.625240488,631.3146893,620.6875897,648.8013154,,,,,,,,,,,
2362212655,41.56,939.32,680.64,0.6602,2.2978,2.336,0.2123,24.26,,38769998,38.769998,0.27,6.323332138,630.2197667,620.3513855,654.524081,,,,,,,,,,,
2362284656,41.56,939.32,680.64,0.6611,2.3042,2.3354,0.214,24.27,,38841999,38.841999,0.27,6.662979031,632.6361476,620.1272493,659.6444502,,,,,,,,,,,
2362356654,41.56,939.32,680.64,0.6594,2.3026,2.3335,0.2155,24.29,,38913997,38.913997,0.27,6.021423788,632.0320523,619.4174847,664.162423,,,,,,,,,,,
2362428656,41.56,939.11,682.49,0.6595,2.3024,2.3336,0.2191,24.28,,38985999,38.985999,2.12,6.059162331,631.9565404,619.4548407,675.0055578,,,,,,,,,,,
2362500655,41.56,939.32,680.64,0.6616,2.301,2.3313,0.2226,24.26,,39057998,39.057998,0.27,6.85167175,631.4279571,618.595652,685.5474944,,,,,,,,,,,
2362572656,41.56,939.32,680.64,0.6602,2.2924,2.3313,0.2254,24.3,,39129999,39.129999,0.27,6.323332138,628.1809453,618.595652,693.9810437,,,,,,,,,,,
2362644656,41.58,939.35,680.37,0.6601,2.2824,2.3272,0.2294,24.26,,39201999,39.201999,0,6.285593594,624.4053502,617.0640547,706.0289713,,,,,,,,,,,
2362716656,41.56,939.32,680.64,0.6608,2.2855,2.327,0.2302,24.31,,39273999,39.273999,0.27,6.5497634,625.5757847,616.9893427,708.4385568,,,,,,,,,,,
2362788655,41.56,939.32,680.64,0.6594,2.2895,2.3265,0.2329,24.29,,39345998,39.345998,0.27,6.021423788,627.0860228,616.8025625,716.5709079,,,,,,,,,,,
2362860655,41.56,939.32,680.64,0.6593,2.2753,2.3246,0.234,24.27,,39417998,39.417998,0.27,5.983685244,621.7246777,616.0927979,719.8840879,,,,,,,,,,,
2362932655,41.56,939.32,680.64,0.6608,2.2857,2.3228,0.2387,24.3,,39489998,39.489998,0.27,6.5497634,625.6512966,615.4203894,734.0404028,,,,,,,,,,,
2363004657,41.56,939.32,680.64,0.6603,2.2708,2.3194,0.2391,24.31,,39562000,39.562,0.27,6.361070681,620.0256599,614.1502843,735.2451956,,,,,,,,,,,
2363076656,41.56,939.11,682.49,0.6603,2.2775,2.3179,0.2447,24.27,,39633999,39.633999,2.12,6.361070681,622.5553086,613.5899439,752.1122941,,,,,,,,,,,
2363148658,41.56,939.32,680.64,0.6609,2.2682,2.3173,0.2463,24.3,,39706001,39.706001,0.27,6.587501944,619.0440052,613.3658077,756.9314652,,,,,,,,,,,
2363232655,41.56,939.32,680.64,0.6594,2.2646,2.3148,0.248,24.3,,39789998,39.789998,0.27,6.021423788,617.684791,612.4319069,762.0518344,,,,,,,,,,,
2363304655,41.54,939.28,680.99,0.6617,2.2717,2.3125,0.2522,24.28,,39861998,39.861998,0.62,6.889410294,620.3654635,611.5727182,774.7021583,,,,,,,,,,,
2363376656,41.54,939.28,680.99,0.661,2.2656,2.3106,0.2555,24.3,,39933999,39.933999,0.62,6.625240488,618.0623505,610.8629536,784.6416985,,,,,,,,,,,
2363448656,41.54,939.28,680.99,0.6595,2.2584,2.3082,0.2555,24.28,,40005999,40.005999,0.62,6.059162331,615.343922,609.9664089,784.6416985,,,,,,,,,,,
2363520654,41.56,939.32,680.64,0.662,2.2632,2.3052,0.2593,24.26,,40077997,40.077997,0.27,7.002625925,617.1562076,608.8457279,796.0872297,,,,,,,,,,,
2363592655,41.54,939.5,679.04,0.6615,2.2602,2.3031,0.2625,24.3,,40149998,40.149998,-1.33,6.813933206,616.0235291,608.0612513,805.7255718,,,,,,,,,,,
2363664655,41.54,939.28,680.99,0.6594,2.2546,2.3015,0.2646,24.26,,40221998,40.221998,0.62,6.021423788,613.9091958,607.4635548,812.0507337,,,,,,,,,,,
2363736656,41.54,939.28,680.99,0.6612,2.2541,2.2988,0.2682,24.29,,40293999,40.293999,0.62,6.700717575,613.7204161,606.4549419,822.8938685,,,,,,,,,,,
2363865661,41.53,939.25,681.25,0.6593,2.2463,2.2955,0.2717,24.27,,40423004,40.423004,0.88,5.983685244,610.7754519,605.2221929,833.4358051,,,,,,,,,,,
2363937657,41.53,939.25,681.25,0.6619,2.2474,2.2914,0.2768,24.26,,40495000,40.495,0.88,6.964887381,611.1907674,603.6905957,848.7969127,,,,,,,,,,,
2364009656,41.53,939.46,679.4,0.6605,2.2454,2.2902,0.2756,24.3,,40566999,40.566999,-0.97,6.436547769,610.4356484,603.2423233,845.1825345,,,,,,,,,,,
2364081655,41.53,939.25,681.25,0.6601,2.2393,2.2882,0.2805,24.25,,40638998,40.638998,0.88,6.285593594,608.1325353,602.4952027,859.9412457,,,,,,,,,,,
2364153655,41.53,939.67,677.54,0.6609,2.2402,2.2847,0.2834,24.27,,40710998,40.710998,-2.83,6.587501944,608.4723389,601.1877416,868.6759932,,,,,,,,,,,
2364225655,41.53,939.25,681.25,0.6602,2.2344,2.2822,0.286,24.3,,40782998,40.782998,0.88,6.323332138,606.2824937,600.2538408,876.5071461,,,,,,,,,,,
2364297656,41.53,939.25,681.25,0.6592,2.2337,2.2816,0.2905,24.27,,40854999,40.854999,0.88,5.9459467,606.0182021,600.0297046,890.0610646,,,,,,,,,,,
2364369656,41.53,939.25,681.25,0.6609,2.2329,2.2792,0.2923,24.26,,40926999,40.926999,0.88,6.587501944,605.7161545,599.1331599,895.482632,,,,,,,,,,,
2364441656,41.53,939.46,679.4,0.6595,2.2276,2.276,0.2949,24.3,,40998999,40.998999,-0.97,6.059162331,603.7150891,597.9377669,903.3137849,,,,,,,,,,,
2364513656,41.53,939.25,681.25,0.6602,2.2286,2.2741,0.2984,24.26,,41070999,41.070999,0.88,6.323332138,604.0926486,597.2280023,913.8557215,,,,,,,,,,,
2364585656,41.51,939.21,681.61,0.6616,2.2264,2.2718,0.3014,24.3,,41142999,41.142999,1.24,6.85167175,603.2620177,596.3688136,922.8916672,,,,,,,,,,,
2364657656,41.51,939.43,679.66,0.6604,2.2205,2.2698,0.3044,24.3,,41214999,41.214999,-0.71,6.398809225,601.0344165,595.621693,931.9276129,,,,,,,,,,,
2364729655,41.51,939.21,681.61,0.66,2.2221,2.2675,0.3065,24.27,,41286998,41.286998,1.24,6.24785505,601.6385118,594.7625043,938.2527748,,,,,,,,,,,
2364801655,41.51,939.21,681.61,0.661,2.2206,2.2667,0.31,24.28,,41358998,41.358998,1.24,6.625240488,601.0721725,594.463656,948.7947114,,,,,,,,,,,
2364873655,41.51,939.43,679.66,0.6604,2.2177,2.2636,0.3102,24.3,,41430998,41.430998,-0.71,6.398809225,599.9772499,593.3056191,949.3971078,,,,,,,,,,,
2364945657,41.51,939.43,679.66,0.6615,2.2157,2.2631,0.3166,24.26,,41503000,41.503,-0.71,6.813933206,599.2221309,593.1188389,968.6737919,,,,,,,,,,,
2365017657,41.51,939.43,679.66,0.6607,2.2158,2.2617,0.3168,24.31,,41575000,41.575,-0.71,6.512024856,599.2598868,592.5958545,969.2761883,,,,,,,,,,,
2365089655,41.51,939.43,679.66,0.6597,2.2126,2.2591,0.3207,24.29,,41646998,41.646998,-0.71,6.134639419,598.0516964,591.6245977,981.0229176,,,,,,,,,,,
2365161655,41.51,939.21,681.61,0.661,2.2127,2.2586,0.323,24.27,,41718998,41.718998,1.24,6.625240488,598.0894524,591.4378175,987.950476,,,,,,,,,,,
2365233656,41.51,939.43,679.66,0.6608,2.21,2.2593,0.3253,24.29,,41790999,41.790999,-0.71,6.5497634,597.0700417,591.6993097,994.8780343,,,,,,,,,,,
2365305657,41.49,939.18,681.87,0.6595,2.2132,2.2576,0.3291,24.27,,41863000,41.863,1.5,6.059162331,598.2782321,591.0642572,1006.323565,,,,,,,,,,,
2365377656,41.49,939.18,681.87,0.6615,2.2166,2.2574,0.3321,24.25,,41934999,41.934999,1.5,6.813933206,599.5619345,590.9895451,1015.359511,,,,,,,,,,,
2365449656,41.51,939.43,679.66,0.6613,2.2186,2.2578,0.3353,24.29,,42006999,42.006999,-0.71,6.738456119,600.3170535,591.1389693,1024.997853,,,,,,,,,,,
2365521655,41.49,939.39,680.02,0.6594,2.217,2.2589,0.3357,24.25,,42078998,42.078998,-0.35,6.021423788,599.7129583,591.5498856,1026.202646,,,,,,,,,,,
2365593656,41.49,939.6,678.16,0.6611,2.2145,2.2571,0.3398,24.27,,42150999,42.150999,-2.21,6.662979031,598.7690595,590.877477,1038.551772,,,,,,,,,,,
2365665654,41.49,939.39,680.02,0.6613,2.2086,2.2589,0.3414,24.29,,42222997,42.222997,-0.35,6.738456119,596.5414584,591.5498856,1043.370943,,,,,,,,,,,
2365737654,41.49,939.39,680.02,0.6596,2.2036,2.2576,0.344,24.27,,42294997,42.294997,-0.35,6.096900875,594.6536608,591.0642572,1051.202096,,,,,,,,,,,
2365809655,41.49,939.39,680.02,0.661,2.2058,2.2583,0.3477,24.25,,42366998,42.366998,-0.35,6.625240488,595.4842917,591.3257494,1062.346429,,,,,,,,,,,
2365881656,41.49,939.39,680.02,0.6594,2.2084,2.2606,0.3496,24.29,,42438999,42.438999,-0.35,6.021423788,596.4659465,592.1849381,1068.069194,,,,,,,,,,,
2365953656,41.49,939.39,680.02,0.6601,2.2134,2.2593,0.3522,24.25,,42510999,42.510999,-0.35,6.285593594,598.353744,591.6993097,1075.900347,,,,,,,,,,,
2366025656,41.47,939.14,682.23,0.6617,2.2192,2.2605,0.353,24.27,,42582999,42.582999,1.86,6.889410294,600.5435892,592.1475821,1078.309933,,,,,,,,,,,
2366097655,41.49,939.39,680.02,0.6595,2.2203,2.2592,0.3571,24.29,,42654998,42.654998,-0.35,6.059162331,600.9589046,591.6619537,1090.659058,,,,,,,,,,,
2366169654,41.49,939.39,680.02,0.6594,2.2229,2.2642,0.3593,24.28,,42726997,42.726997,-0.35,6.021423788,601.9405594,593.5297552,1097.285419,,,,,,,,,,,
2366241655,41.49,939.18,681.87,0.6615,2.2209,2.2614,0.3628,24.29,,42798998,42.798998,1.5,6.813933206,601.1854403,592.4837864,1107.827355,,,,,,,,,,,
2366313657,41.49,939.18,681.87,0.6596,2.2099,2.2617,0.3655,24.27,,42871000,42.871,1.5,6.096900875,597.0322857,592.5958545,1115.959706,,,,,,,,,,,
2366385656,41.49,939.39,680.02,0.6593,2.2099,2.2634,0.3674,24.26,,42942999,42.942999,-0.35,5.983685244,597.0322857,593.230907,1121.682472,,,,,,,,,,,
2366457655,41.47,939.36,680.28,0.6608,2.2195,2.2628,0.3693,24.3,,43014998,43.014998,-0.09,6.5497634,600.656857,593.0067708,1127.405237,,,,,,,,,,,
2366529658,41.49,939.18,681.87,0.6602,2.2225,2.2629,0.3738,24.27,,43087001,43.087001,1.5,6.323332138,601.7895356,593.0441268,1140.959156,,,,,,,,,,,
2366601655,41.47,939.36,680.28,0.6607,2.2268,2.2664,0.3771,24.28,,43158998,43.158998,-0.09,6.512024856,603.4130415,594.3515879,1150.898696,,,,,,,,,,,
2366673657,41.47,939.36,680.28,0.6609,2.2234,2.2646,0.3788,24.29,,43231000,43.231,-0.09,6.587501944,602.1293391,593.6791794,1156.019065,,,,,,,,,,,
2366745656,41.49,939.39,680.02,0.6604,2.2152,2.2653,0.3798,24.29,,43302999,43.302999,-0.35,6.398809225,599.0333511,593.9406716,1159.031047,,,,,,,,,,,
2366817656,41.47,939.14,682.23,0.6617,2.2124,2.2659,0.3836,24.26,,43374999,43.374999,1.86,6.889410294,597.9761845,594.1648078,1170.476578,,,,,,,,,,,
2366889655,41.47,939.36,680.28,0.6609,2.2147,2.2654,0.3861,24.29,,43446998,43.446998,-0.09,6.587501944,598.8445714,593.9780276,1178.006533,,,,,,,,,,,
2366961655,41.49,939.39,680.02,0.6598,2.218,2.2652,0.3882,24.25,,43518998,43.518998,-0.35,6.172377963,600.0905178,593.9033156,1184.331695,,,,,,,,,,,
2367033657,41.47,939.36,680.28,0.6614,2.2235,2.2657,0.3918,24.25,,43591000,43.591,-0.09,6.776194663,602.1670951,594.0900957,1195.17483,,,,,,,,,,,
2367105657,41.47,939.36,680.28,0.6606,2.2265,2.2666,0.3947,24.29,,43663000,43.663,-0.09,6.474286313,603.2997736,594.4263,1203.909577,,,,,,,,,,,
2367177656,41.47,939.36,680.28,0.6595,2.2267,2.2665,0.3966,24.28,,43734999,43.734999,-0.09,6.059162331,603.3752855,594.388944,1209.632343,,,,,,,,,,,
2367249655,41.47,939.36,680.28,0.6616,2.2247,2.2672,0.4018,24.26,,43806998,43.806998,-0.09,6.85167175,602.6201665,594.6504362,1225.294649,,,,,,,,,,,
2367321655,41.47,939.36,680.28,0.6612,2.2188,2.2659,0.4013,24.3,,43878998,43.878998,-0.09,6.700717575,600.3925654,594.1648078,1223.788658,,,,,,,,,,,
2367393657,41.47,939.36,680.28,0.6597,2.2132,2.2656,0.4052,24.26,,43951000,43.951,-0.09,6.134639419,598.2782321,594.0527397,1235.535387,,,,,,,,,,,
2367465656,41.47,939.36,680.28,0.6609,2.2175,2.2667,0.4087,24.26,,44022999,44.022999,-0.09,6.587501944,599.901738,594.463656,1246.077324,,,,,,,,,,,
2367537656,41.47,939.14,682.23,0.6598,2.2212,2.2663,0.409,24.29,,44094999,44.094999,1.86,6.172377963,601.2987082,594.3142319,1246.980918,,,,,,,,,,,
2367609655,41.47,939.36,680.28,0.6602,2.2249,2.2662,0.4107,24.28,,44166998,44.166998,-0.09,6.323332138,602.6956784,594.2768759,1252.101288,,,,,,,,,,,
2367681655,41.47,939.36,680.28,0.661,2.2243,2.2664,0.4167,24.25,,44238998,44.238998,-0.09,6.625240488,602.4691427,594.3515879,1270.173179,,,,,,,,,,,
2367753657,41.47,939.36,680.28,0.6595,2.2149,2.2665,0.4179,24.3,,44311000,44.311,-0.09,6.059162331,598.9200833,594.388944,1273.787557,,,,,,,,,,,
2367825657,41.47,939.36,680.28,0.6595,2.2145,2.2663,0.4204,24.26,,44383000,44.383,-0.09,6.059162331,598.7690595,594.3142319,1281.317512,,,,,,,,,,,
2367897656,41.46,939.32,680.64,0.6617,2.2215,2.2653,0.4225,24.29,,44454999,44.454999,0.27,6.889410294,601.4119761,593.9406716,1287.642674,,,,,,,,,,,
