Time (us),BMP Temp (C) ,BMP Pressure (kPa),BMP Alt (m),MS Temp ©,BMP Pressure (hPa),BMP Alt (m),acc_x (m/s2),acc_y (m/s2),acc_z (m/s2),Lat (deg),Long (deg),GPS Alt (m),Battery Voltage (V),,,Alt AGL BMP (m),Alt AGL MS (m)
3725994958,49.88,48.59,5837.72,47.19,484.51,7318.78,8.03,-0.17,-6.13,35.347619,-117.808997,638.7,8.1,,,5172.88,6692.94
3726130966,49.89,48.36,5866.94,47.19,482.83,7356.1,1.31,-6.41,3.59,35.347619,-117.808997,638.7,8.09,,,5202.1,6730.26
3726266945,49.9,48.2,5900.02,47.19,480.59,7406.33,10.21,4.07,3.68,35.347619,-117.808997,638.7,8.1,,,5235.18,6780.49
3726402954,49.9,47.95,5929.53,47.19,478.78,7446.86,8.64,-5.55,5.14,35.347619,-117.808997,638.7,8.1,,,5264.69,6821.02
3726538954,49.9,47.79,5955.82,47.19,476.86,7490.23,9.26,5.11,0.53,35.347619,-117.808997,638.7,8.09,,,5290.98,6864.39
3726674954,49.9,47.59,5988.25,47.19,474.88,7535.16,-2.56,-1.41,0.33,35.347619,-117.808997,638.7,8.09,,,5323.41,6909.32
3726810962,49.89,47.39,6017.31,47.19,472.97,7578.61,7.71,-2.09,-2.46,35.347619,-117.808997,638.7,8.1,,,5352.47,6952.77
3726946965,49.9,47.21,6045.9,47.19,471.2,7619.25,6.21,-5.29,2.7,35.347619,-117.808997,638.7,8.1,,,5381.06,6993.41
3727082947,49.9,47.03,6071.89,47.19,469.48,7658.85,8.16,5.14,-1.06,35.347619,-117.808997,638.7,8.1,,,5407.05,7033.01
3727218954,49.9,46.85,6103.77,47.19,467.49,7704.71,7.84,0.98,1.16,35.347619,-117.808997,638.7,8.1,,,5438.93,7078.87
3727354945,49.91,46.66,6130.73,47.2,465.87,7742.51,5.28,-6.14,0.34,35.347619,-117.808997,638.7,8.1,,,5465.89,7116.67
3727567123,49.9,46.49,6171.55,47.18,463.15,7805.54,5.43,0,3.72,35.347619,-117.808997,638.7,8.1,,,5506.71,7179.7
3727703965,49.91,46.23,6195.33,47.19,461.51,7844.1,10.12,-0.72,3.17,35.347619,-117.808997,638.7,8.1,,,5530.49,7218.26
3727839966,49.91,46.07,6227.73,47.19,459.72,7886.44,3.29,3.21,-0.37,35.347619,-117.808997,638.7,8.11,,,5562.89,7260.6
3727975964,49.91,45.88,6252.18,47.19,458.11,7924.66,5.02,2.09,1.46,35.347619,-117.808997,638.7,8.09,,,5587.34,7298.82
3728111955,49.91,45.71,6278.26,47.19,456.44,7964.33,2.63,1.84,1.77,35.347619,-117.808997,638.7,8.1,,,5613.42,7338.49
3728247945,49.93,45.55,6302.85,47.19,454.81,8003.25,3.99,0.39,-0.73,35.347619,-117.808997,638.7,8.1,,,5638.01,7377.41
3728383954,49.92,45.38,6331.68,47.2,452.97,8047.71,3.86,1.04,0.69,35.347619,-117.808997,638.7,8.1,,,5666.84,7421.87
3728519947,49.93,45.21,6356.57,47.2,451.46,8084.08,5.02,-0.22,-0.26,35.347619,-117.808997,638.7,8.09,,,5691.73,7458.24
3728655941,49.92,45.04,6383.48,47.19,449.89,8121.94,5.23,-1.19,0.65,35.347619,-117.808997,638.7,8.1,,,5718.64,7496.1
3728791944,49.93,44.89,6407.91,47.2,448.25,8161.75,1.3,-2,-0.91,35.347619,-117.808997,638.7,8.1,,,5743.07,7535.91
3728927954,49.93,44.73,6435.05,47.2,446.6,8202.04,3.12,2.55,1.36,35.347619,-117.808997,638.7,8.1,,,5770.21,7576.2
3729063945,49.93,44.58,6460.07,47.2,445.03,8240.4,6.21,-0.5,-0.75,35.347619,-117.808997,638.7,8.1,,,5795.23,7614.56
3729199954,49.93,44.42,6483.42,47.2,443.6,8275.8,5.66,-0.53,-0.75,35.347619,-117.808997,638.7,8.1,,,5818.58,7649.96
3729335964,49.93,44.26,6507.9,47.2,442.18,8310.86,1.8,-1.44,0.18,35.347619,-117.808997,638.7,8.11,,,5843.06,7685.02
3729471941,49.93,44.11,6533.28,47.2,440.66,8348.42,2.13,-0.54,0.21,35.347619,-117.808997,638.7,8.1,,,5868.44,7722.58
3729607947,49.94,43.98,6557.21,47.2,439.15,8386.14,3.96,-3.22,0.99,35.347619,-117.808997,638.7,8.1,,,5892.37,7760.3
3729743941,49.94,43.82,6581.43,47.2,437.76,8420.81,1.77,-0.11,0.15,35.347619,-117.808997,638.7,8.09,,,5916.59,7794.97
3729879957,49.94,43.69,6602.87,47.2,436.36,8456.06,6,0.86,1.02,35.347619,-117.808997,638.7,8.1,,,5938.03,7830.22
3730015954,49.94,43.54,6625.67,47.2,434.95,8491.75,5.27,0.27,1.95,35.347619,-117.808997,638.7,8.1,,,5960.83,7865.91
3730151929,49.94,43.4,6650.85,47.2,433.5,8528.1,2.95,4.97,-0.33,35.347619,-117.808997,638.7,8.09,,,5986.01,7902.26
3730287941,49.94,43.25,6673.55,47.2,432.01,8566.05,4.13,0.28,0.28,35.347619,-117.808997,638.7,8.1,,,6008.71,7940.21
3730423947,49.94,43.12,6696.69,47.2,430.66,8600.48,3.67,-0.74,0.36,35.347619,-117.808997,638.7,8.09,,,6031.85,7974.64
3730559941,49.95,42.97,6717.71,47.2,429.35,8634.08,3.97,1.4,-0.13,35.347619,-117.808997,638.7,8.09,,,6052.87,8008.24
3730695956,49.95,42.86,6741.43,47.2,428.05,8667.32,2.97,2.26,1.89,35.347619,-117.808997,638.7,8.1,,,6076.59,8041.48
3730831966,49.95,42.7,6763.97,47.2,426.69,8702.66,3.45,0.69,1.27,35.347619,-117.808997,638.7,8.1,,,6099.13,8076.82
3730967958,49.96,42.57,6785.07,47.2,425.37,8736.73,4.2,-1.37,1.89,35.347619,-117.808997,638.7,8.1,,,6120.23,8110.89
3731103954,49.95,42.44,6809.21,47.2,424.09,8769.89,3.7,1.48,-1.4,35.347619,-117.808997,638.7,8.09,,,6144.37,8144.05
3731239945,49.95,42.31,6830.35,47.2,422.77,8804.25,2.04,4.09,1.32,35.347619,-117.808997,638.7,8.1,,,6165.51,8178.41
3731375941,49.96,42.18,6850.26,47.2,421.42,8839.66,1.89,0.68,2.06,35.347619,-117.808997,638.7,8.1,,,6185.42,8213.82
3731511945,49.97,42.06,6873.15,47.2,420.17,8872.32,5.09,1.72,1.01,35.347619,-117.808997,638.7,8.09,,,6208.31,8246.48
3731647941,49.97,41.92,6894.6,47.2,418.99,8903.41,5.02,3.15,-1.61,35.347619,-117.808997,638.7,8.1,,,6229.76,8277.57
3731783959,49.97,41.81,6914.43,47.2,417.78,8935.25,4.01,0.62,0.25,35.347619,-117.808997,638.7,8.1,,,6249.59,8309.41
3731919954,49.97,41.69,6934.76,47.2,416.58,8967.36,2.28,-0.29,1.81,35.347619,-117.808997,638.7,8.1,,,6269.92,8341.52
3732055976,49.97,41.56,6954.76,47.2,415.36,8999.71,3.08,-0.45,0.34,35.347619,-117.808997,638.7,8.1,,,6289.92,8373.87
3732191967,49.97,41.45,6973.51,47.2,414.3,9028.09,3.19,-1.81,1.92,35.347619,-117.808997,638.7,8.11,,,6308.67,8402.25
3732327954,49.97,41.33,6996.65,47.2,413.11,9059.82,2.33,-1.02,-0.47,35.347619,-117.808997,638.7,8.09,,,6331.81,8433.98
3732463941,49.98,41.21,7015.42,47.2,411.96,9090.7,2.49,0.25,0.67,35.347619,-117.808997,638.7,8.1,,,6350.58,8464.86
3732675202,49.98,41.1,7044.41,47.18,410.18,9138.49,2.81,0.03,0.12,35.347619,-117.808997,638.7,8.1,,,6379.57,8512.65
3732811954,49.97,40.93,7064.89,47.19,409.08,9168.4,3.76,1.9,0.92,35.347619,-117.808997,638.7,8.1,,,6400.05,8542.56
3732947938,49.99,40.82,7083.73,47.2,407.98,9198.38,1.94,1.03,0.57,35.347619,-117.808997,638.7,8.1,,,6418.89,8572.54
3733083968,49.98,40.7,7102.76,47.2,406.86,9229.1,2.14,-0.55,-1.24,35.347619,-117.808997,638.7,8.09,,,6437.92,8603.26
3733219954,49.99,40.58,7123.38,47.2,405.79,9258.24,2.32,0.64,-0.27,35.347619,-117.808997,638.7,8.1,,,6458.54,8632.4
3733355954,49.99,40.48,7140.87,47.2,404.74,9287.2,1.41,-0.11,0.39,35.347619,-117.808997,638.7,8.1,,,6476.03,8661.36
3733491947,50,40.37,7159.14,47.2,403.72,9315.37,2.5,0.08,0.06,35.347619,-117.808997,638.7,8.1,,,6494.3,8689.53
3733627954,50,40.28,7176.12,47.21,402.76,9342.12,2.11,-0.4,0.77,35.347619,-117.808997,638.7,8.1,,,6511.28,8716.28
3733763965,49.99,40.18,7195.35,47.2,401.72,9370.71,2.19,-0.36,-0.24,35.347619,-117.808997,638.7,8.1,,,6530.51,8744.87
3733899961,50,40.08,7213.88,47.2,400.72,9398.53,0.79,-0.27,-0.76,35.347619,-117.808997,638.7,8.1,,,6549.04,8772.69
3734035947,49.99,39.97,7229.48,47.2,399.67,9427.62,2.49,-0.5,0.01,35.347619,-117.808997,638.7,8.09,,,6564.64,8801.78
3734171980,50.01,39.87,7245.62,47.2,398.67,9455.61,2.72,1.54,0.07,35.347619,-117.808997,638.7,8.11,,,6580.78,8829.77
3734307947,50,39.77,7261.95,47.2,397.79,9480.19,1.51,0.99,0.36,35.347619,-117.808997,638.7,8.1,,,6597.11,8854.35
3734443954,50,39.68,7280.78,47.2,396.83,9507.21,1.49,0.7,-0.25,35.347619,-117.808997,638.7,8.09,,,6615.94,8881.37
3734579947,50.01,39.59,7298.75,47.2,395.91,9533.29,2.32,0.3,0.9,35.347619,-117.808997,638.7,8.1,,,6633.91,8907.45
3734715967,50,39.5,7313.67,47.2,394.99,9559.31,1.4,0.95,-0.03,35.347619,-117.808997,638.7,8.1,,,6648.83,8933.47
3734851963,50.01,39.4,7330.28,47.2,394,9587.19,0.64,1.03,-0.23,35.347619,-117.808997,638.7,8.09,,,6665.44,8961.35
3734987954,50.01,39.31,7347.44,47.2,393.18,9610.69,0.71,0.33,-2.43,35.347619,-117.808997,638.7,8.1,,,6682.6,8984.85
3735123956,50.01,39.23,7362.6,47.2,392.19,9639.07,1.59,-0.08,-1.89,35.347619,-117.808997,638.7,8.1,,,6697.76,9013.23
3735259954,50.02,39.13,7377.56,47.2,391.42,9660.9,1.58,0.93,0.4,35.347619,-117.808997,638.7,8.1,,,6712.72,9035.06
3735395945,50.02,39.05,7393.45,47.2,390.52,9686.79,1.52,0.17,-0.2,35.347619,-117.808997,638.7,8.1,,,6728.61,9060.95
3735531958,50.02,38.95,7410.82,47.2,389.7,9710.25,1.43,0.42,-1.34,35.347619,-117.808997,638.7,8.1,,,6745.98,9084.41
3735667954,50.02,38.87,7421.53,47.2,388.9,9733.33,2.04,-0.47,-1.61,35.347619,-117.808997,638.7,8.09,,,6756.69,9107.49
3735803967,50.02,38.79,7439.56,47.2,388.01,9759.02,1.6,0.13,-0.4,35.347619,-117.808997,638.7,8.1,,,6774.72,9133.18
3735939947,50.02,38.7,7453.36,47.2,387.21,9782.27,-0.02,-0.18,0.46,35.347619,-117.808997,638.7,8.1,,,6788.52,9156.43
3736075954,50.02,38.62,7467.18,47.2,386.37,9806.58,2.01,0.06,0.88,35.347619,-117.808997,638.7,8.1,,,6802.34,9180.74
3736211957,50.03,38.55,7481.71,47.2,385.61,9828.78,1.56,-0.01,0.01,35.347619,-117.808997,638.7,8.1,,,6816.87,9202.94
3736347957,50.02,38.46,7497.79,47.2,384.79,9852.45,1.44,-0.22,-0.11,35.347619,-117.808997,638.7,8.1,,,6832.95,9226.61
3736483945,50.03,38.39,7510.84,47.2,384.05,9874.14,1.34,-0.52,0.35,35.347619,-117.808997,638.7,8.1,,,6846,9248.3
3736619954,50.03,38.31,7523.6,47.2,383.27,9897.02,0.89,-0.77,-0.19,35.347619,-117.808997,638.7,8.09,,,6858.76,9271.18
3736755972,50.03,38.24,7538.14,47.2,382.58,9917.34,0.96,-0.12,0.39,35.347619,-117.808997,638.7,8.1,,,6873.3,9291.5
3736891954,50.04,38.16,7552.1,47.2,381.87,9938.09,1.47,-0.13,-0.54,35.347619,-117.808997,638.7,8.1,,,6887.26,9312.25
3737027977,50.04,38.09,7566,47.21,381.11,9960.76,1.71,0.05,-0.64,35.347619,-117.808997,638.7,8.11,,,6901.16,9334.92
3737163954,50.04,38.02,7578.37,47.21,380.42,9981.08,1.07,-0.09,-0.26,35.347619,-117.808997,638.7,8.1,,,6913.53,9355.24
3737299948,50.04,37.95,7591.38,47.2,379.7,10002.38,1.05,0.31,-0.05,35.347619,-117.808997,638.7,8.1,,,6926.54,9376.54
3737435954,50.05,37.87,7604.02,47.21,379.03,10022.42,2.04,-0.53,0.23,35.347619,-117.808997,638.7,8.09,,,6939.18,9396.58
3737571947,50.05,37.8,7616.22,47.2,378.36,10042.13,1.33,-0.25,-0.33,35.347619,-117.808997,638.7,8.1,,,6951.38,9416.29
3737786178,50.05,37.74,7635.76,47.19,377.33,10072.46,1.75,0.5,-0.13,35.347619,-117.808997,638.7,8.11,,,6970.92,9446.62
3737922956,50.04,37.63,7645.81,47.19,376.67,10092.21,0.81,0.19,0.11,35.347619,-117.808997,638.7,8.1,,,6980.97,9466.37
3738058959,50.05,37.57,7657.6,47.2,375.98,10113.09,0.85,0.05,0.08,35.347619,-117.808997,638.7,8.1,,,6992.76,9487.25
3738194947,50.05,37.5,7667.68,47.2,375.42,10130.16,1.32,-0.31,-0.25,35.347619,-117.808997,638.7,8.1,,,7002.84,9504.32
3738330942,50.05,37.46,7681.69,47.2,374.73,10151.07,0.83,0.7,-0.01,35.347619,-117.808997,638.7,8.1,,,7016.85,9525.23
3738466947,50.06,37.38,7694.08,47.2,374.13,10169.08,0.84,-0.4,-0.45,35.347619,-117.808997,638.7,8.09,,,7029.24,9543.24
3738602941,50.06,37.31,7705.22,47.2,373.53,10187.06,0.52,0.5,0.4,35.347619,-117.808997,638.7,8.1,,,7040.38,9561.22
3738738974,50.06,37.25,7716.07,47.2,372.96,10204.33,0.83,0.15,-0.18,35.347619,-117.808997,638.7,8.1,,,7051.23,9578.49
3738874961,50.06,37.19,7726.3,47.2,372.4,10221.35,0.84,-0.24,-0.1,35.347619,-117.808997,638.7,8.09,,,7061.46,9595.51
3739010945,50.06,37.14,7738.19,47.2,371.8,10239.67,0.4,-0.1,-0.14,35.347619,-117.808997,638.7,8.1,,,7073.35,9613.83
3739146959,50.06,37.09,7749.09,47.21,371.27,10255.74,0.83,0.57,0.09,35.347619,-117.808997,638.7,8.1,,,7084.25,9629.9
3739282947,50.06,37.04,7760.3,47.2,370.69,10273.56,0.92,-0.43,-0.05,35.347619,-117.808997,638.7,8.1,,,7095.46,9647.72
3739418941,50.06,36.98,7769.71,47.21,370.2,10288.62,0.82,0.17,-0.01,35.347619,-117.808997,638.7,8.09,,,7104.87,9662.78
3739554947,50.07,36.92,7776.68,47.2,369.63,10305.95,1.07,-0.24,0.19,35.347619,-117.808997,638.7,8.1,,,7111.84,9680.11
3739690954,50.07,36.87,7788.8,47.2,369.13,10321.33,0,-0.28,-0.19,35.347619,-117.808997,638.7,8.1,,,7123.96,9695.49
3739826947,50.07,36.81,7799.76,47.21,368.65,10336.07,0.75,-0.15,-0.02,35.347619,-117.808997,638.7,8.1,,,7134.92,9710.23
3739962954,50.07,36.76,7807.7,47.21,368.16,10351.32,0.47,-0.12,-0.13,35.347619,-117.808997,638.7,8.1,,,7142.86,9725.48
3740098964,50.07,36.72,7816.45,47.21,367.65,10366.95,0.57,0.14,0.14,35.347619,-117.808997,638.7,8.1,,,7151.61,9741.11
3740234942,50.07,36.66,7825.13,47.21,367.17,10381.77,0.6,-0.23,0.03,35.347619,-117.808997,638.7,8.1,,,7160.29,9755.93
3740370947,50.07,36.63,7836.21,47.2,366.7,10396.28,0.22,0.13,0.02,35.347619,-117.808997,638.7,8.1,,,7171.37,9770.44
3740506962,50.07,36.56,7842.59,47.2,366.24,10410.5,0.91,-0.13,-0.17,35.347619,-117.808997,638.7,8.11,,,7177.75,9784.66
3740642958,50.08,36.53,7852.17,47.2,365.82,10423.24,0.64,-0.21,-0.34,35.347619,-117.808997,638.7,8.1,,,7187.33,9797.4
3740778941,50.08,36.49,7860.09,47.2,365.38,10437.2,0.37,-0.03,-0.1,35.347619,-117.808997,638.7,8.1,,,7195.25,9811.36
3740914957,50.07,36.44,7867.29,47.21,365.01,10448.81,0.45,-0.21,-0.28,35.347619,-117.808997,638.7,8.1,,,7202.45,9822.97
3741050959,50.08,36.4,7874.65,47.21,364.58,10462.02,0.6,0.04,0.08,35.347619,-117.808997,638.7,8.09,,,7209.81,9836.18
3741186945,50.08,36.36,7880.83,47.21,364.21,10473.62,0.44,-0.22,-0.13,35.347619,-117.808997,638.7,8.1,,,7215.99,9847.78
3741322954,50.08,36.32,7891.34,47.21,363.77,10487.37,0.64,-0.47,-0.17,35.347619,-117.808997,638.7,8.1,,,7226.5,9861.53
3741458947,50.08,36.28,7898.49,47.21,363.37,10499.73,0.56,-0.47,-0.21,35.347619,-117.808997,638.7,8.1,,,7233.65,9873.89
3741594942,50.09,36.24,7905.72,47.21,363.02,10510.69,0.23,-0.61,-0.27,35.347619,-117.808997,638.7,8.1,,,7240.88,9884.85
3741730961,50.09,36.2,7914.57,47.2,362.72,10520.08,0.39,-0.04,0.01,35.347619,-117.808997,638.7,8.1,,,7249.73,9894.24
3741866941,50.1,36.18,7918.51,47.21,362.3,10533.29,0.39,-0.52,-0.15,35.347619,-117.808997,638.7,8.1,,,7253.67,9907.45
3742002954,50.1,36.14,7926.65,47.21,362.02,10542.14,0.46,-0.21,-0.39,35.347619,-117.808997,638.7,8.1,,,7261.81,9916.3
3742138961,50.1,36.09,7932.21,47.21,361.64,10553.92,0.42,-0.23,-0.12,35.347619,-117.808997,638.7,8.1,,,7267.37,9928.08
3742274947,50.09,36.07,7937.94,47.21,361.25,10566.37,0.22,-0.11,-0.11,35.347619,-117.808997,638.7,8.1,,,7273.1,9940.53
3742410941,50.09,36.02,7945.05,47.21,361.02,10573.58,0.33,-0.4,-0.13,35.347619,-117.808997,638.7,8.1,,,7280.21,9947.74
3742546947,50.09,35.99,7951.36,47.21,360.71,10583.3,0.09,-0.11,-0.11,35.347619,-117.808997,638.7,8.1,,,7286.52,9957.46
3742682954,50.1,35.97,7956.52,47.21,360.32,10595.7,0.23,-0.4,-0.11,35.347619,-117.808997,638.7,8.1,,,7291.68,9969.86
3742896130,50.1,35.94,7967.04,47.19,359.88,10608.84,0.79,-0.44,-0.23,35.347619,-117.808997,638.7,8.09,,,7302.2,9983
3743032954,50.1,35.9,7970.93,47.19,359.57,10618.76,0.59,0.07,-0.17,35.347619,-117.808997,638.7,8.1,,,7306.09,9992.92
3743168948,50.1,35.87,7975.72,47.2,359.33,10626.65,-0.08,-0.2,-0.2,35.347619,-117.808997,638.7,8.09,,,7310.88,10000.81
3743304954,50.1,35.86,7979.77,47.2,359.12,10633.6,0.67,-0.31,-0.08,35.347619,-117.808997,638.7,8.1,,,7314.93,10007.76
3743440947,50.1,35.81,7987.81,47.2,358.89,10640.6,0.3,-0.22,-0.31,35.347619,-117.808997,638.7,8.1,,,7322.97,10014.76
3743576954,50.11,35.78,7992.68,47.21,358.57,10650.83,0.2,-0.16,-0.42,35.347619,-117.808997,638.7,8.09,,,7327.84,10024.99
3743712947,50.11,35.75,7995.93,47.21,358.33,10658.56,0.34,-0.17,-0.49,35.347619,-117.808997,638.7,8.1,,,7331.09,10032.72
3743848969,50.11,35.73,7999.99,47.21,358.14,10664.65,0.34,-0.21,-0.41,35.347619,-117.808997,638.7,8.1,,,7335.15,10038.81
3743984945,50.09,35.71,8004.72,47.21,357.91,10672.15,0.38,-0.43,-0.36,35.347619,-117.808997,638.7,8.1,,,7339.88,10046.31
3744120978,50.11,35.7,8008.13,47.21,357.73,10677.51,0.16,-0.33,-0.3,35.347619,-117.808997,638.7,8.1,,,7343.29,10051.67
3744256947,50.12,35.67,8013.9,47.2,357.52,10684.42,0.28,-0.52,-0.33,35.347619,-117.808997,638.7,8.1,,,7349.06,10058.58
3744392954,50.1,35.66,8017.9,47.21,357.31,10691.08,0.15,-0.21,-0.21,35.347619,-117.808997,638.7,8.1,,,7353.06,10065.24
3744528947,50.11,35.63,8020.19,47.2,357.11,10697.24,0.6,-0.35,-0.03,35.347619,-117.808997,638.7,8.09,,,7355.35,10071.4
3744664954,50.11,35.61,8022.63,47.2,356.96,10702.02,0.57,-0.27,-0.11,35.347619,-117.808997,638.7,8.1,,,7357.79,10076.18
3744800945,50.11,35.6,8027.6,47.2,356.8,10707.21,0.32,-0.33,-0.19,35.347619,-117.808997,638.7,8.1,,,7362.76,10081.37
3744936967,50.11,35.58,8027.29,47.2,356.6,10713.66,0.74,-0.37,-0.06,35.347619,-117.808997,638.7,8.1,,,7362.45,10087.82
3745072956,50.11,35.57,8030.71,47.2,356.51,10716.57,0.44,-0.24,-0.13,35.347619,-117.808997,638.7,8.1,,,7365.87,10090.73
3745208973,50.11,35.54,8033.9,47.21,356.35,10721.62,0.22,-0.59,-0.31,35.347619,-117.808997,638.7,8.1,,,7369.06,10095.78
3745344947,50.11,35.55,8037.16,47.2,356.23,10725.49,0.27,-0.35,-0.19,35.347619,-117.808997,638.7,8.09,,,7372.32,10099.65
3745480954,50.12,35.52,8039.61,47.21,356.1,10729.69,0.12,-0.05,-0.1,35.347619,-117.808997,638.7,8.1,,,7374.77,10103.85
3745616947,50.12,35.51,8041.32,47.21,356.02,10732.19,0.04,0.17,-0.32,35.347619,-117.808997,638.7,8.09,,,7376.48,10106.35
3745752957,50.12,35.51,8043.7,47.2,355.92,10735.38,0.19,-0.06,-0.08,35.347619,-117.808997,638.7,8.09,,,7378.86,10109.54
3745888957,50.12,35.5,8045.18,47.2,355.84,10737.85,0.29,-0.43,-0.28,35.347619,-117.808997,638.7,8.1,,,7380.34,10112.01
3746024960,50.12,35.49,8045.33,47.2,355.76,10740.72,0.16,-0.25,0.06,35.347619,-117.808997,638.7,8.1,,,7380.49,10114.88
3746160950,50.12,35.48,8046.96,47.21,355.7,10742.45,0.3,-0.19,-0.12,35.347619,-117.808997,638.7,8.1,,,7382.12,10116.61
3746296954,50.12,35.47,8048.6,47.2,355.7,10742.53,0.18,-0.37,0.07,35.347619,-117.808997,638.7,8.1,,,7383.76,10116.69
3746432947,50.12,35.48,8048.45,47.2,355.65,10743.95,0.22,-0.35,-0.12,35.347619,-117.808997,638.7,8.1,,,7383.61,10118.11
3746568954,50.13,35.46,8047.78,47.2,355.58,10746.36,0.31,-0.29,-0.16,35.347619,-117.808997,638.7,8.1,,,7382.94,10120.52
3746704947,50.13,35.46,8050.08,47.21,355.55,10747.41,0.15,-0.2,-0.07,35.347619,-117.808997,638.7,8.1,,,7385.24,10121.57
3746841006,50.13,35.46,7295.85,47.2,399.53,9431.5,4.35,-5.42,14.16,35.347619,-117.808997,638.7,8.09,,,6631.01,8805.66
3746977003,50.13,39.87,8077.64,47.2,353.87,10801.28,26.52,13.75,9.7,35.347619,-117.808997,638.7,8.11,,,7412.8,10175.44
3747114009,50.1,35.29,8098.71,47.2,353.2,10823.03,45.41,23.77,16.09,35.347619,-117.808997,638.7,8.11,,,7433.87,10197.19
3747249987,50.07,35.22,8061.51,47.2,354.95,10766.62,13.92,-2.15,1.4,35.347619,-117.808997,638.7,8.1,,,7396.67,10140.78
3747385991,50.02,35.39,8060.25,47.2,355.13,10760.51,2.84,-0.93,0.23,35.347619,-117.808997,638.7,8.09,,,7395.41,10134.67
3747521987,50.01,35.42,8061.53,47.2,354.92,10767.48,3.01,2.37,1.63,35.347619,-117.808997,638.7,8.1,,,7396.69,10141.64
3747657999,49.98,35.4,8081.05,47.2,353.81,10803.07,6.62,10.69,3.23,35.347619,-117.808997,638.7,8.1,,,7416.21,10177.23
3747794004,49.99,35.29,8136.04,47.2,351.38,10882.11,9.13,48.13,-3.08,35.347619,-117.808997,638.7,8.09,,,7471.2,10256.27
3748008166,50.02,35.04,8054.88,47.19,355.3,10754.52,4.89,-3.21,-1.55,35.347619,-117.808997,638.7,8.1,,,7390.04,10128.68
3748145014,50.04,35.43,8068.96,47.19,354.67,10775.1,10.21,-15.09,-12.76,35.347619,-117.808997,638.7,8.11,,,7404.12,10149.26
3748280997,50.04,35.37,8062.25,47.19,354.52,10779.9,62.38,19.91,12.59,35.347619,-117.808997,638.7,8.11,,,7397.41,10154.06
3748416987,50.04,35.37,8149.25,47.2,350.55,10908.7,156.9,-16.07,-64.34,35.347619,-117.808997,638.7,8.11,,,7484.41,10282.86
3748552983,50.05,34.95,8044.41,47.2,355.87,10736.66,29.38,-5.12,-28.04,35.347619,-117.808997,638.7,8.09,,,7379.57,10110.82
3748689024,50.04,35.49,8040.48,47.2,356.17,10727.19,134.83,-121.38,41.02,35.347619,-117.808997,638.7,8.11,,,7375.64,10101.35
3748825001,50.02,35.52,8054.53,47.2,356.09,10729.81,-26.4,-39.99,-45.18,35.347619,-117.808997,638.7,8.11,,,7389.69,10103.97
3748960987,50.01,35.48,8036.65,47.2,356.33,10722.07,58.46,5.24,21.02,35.347619,-117.808997,638.7,8.11,,,7371.81,10096.23
3749096983,49.95,35.54,8037.11,47.2,356.22,10725.4,39.53,-4.84,3.99,35.347619,-117.808997,638.7,8.11,,,7372.27,10099.56
3749232994,49.94,35.53,8034.44,47.2,356.31,10722.65,10.93,-10.09,-4.62,35.347619,-117.808997,638.7,8.11,,,7369.6,10096.81
3749368982,49.94,35.53,8034.08,47.2,356.42,10719.17,7.39,6.76,-5.72,35.347619,-117.808997,638.7,8.11,,,7369.24,10093.33
3749504994,49.92,35.53,8032.22,47.2,356.49,10716.99,23.2,10.22,-7.5,35.347619,-117.808997,638.7,8.11,,,7367.38,10091.15
3749640982,49.93,35.54,8033.19,47.2,356.45,10718.08,6.28,-2.69,-0.15,35.347619,-117.808997,638.7,8.11,,,7368.35,10092.24
3749776987,49.92,35.55,8030.74,47.2,356.59,10713.85,-3.21,-3.98,-1.02,35.347619,-117.808997,638.7,8.11,,,7365.9,10088.01
3749912983,49.93,35.56,8029.03,47.2,356.6,10713.39,-1.02,-3.44,-2.3,35.347619,-117.808997,638.7,8.12,,,7364.19,10087.55
3750048987,49.93,35.56,8027.17,47.2,356.72,10709.7,4.19,-0.12,-1.72,35.347619,-117.808997,638.7,8.11,,,7362.33,10083.86
3750184991,49.94,35.58,8032.22,47.2,356.5,10716.73,6.7,0.64,-6.24,35.347619,-117.808997,638.7,8.11,,,7367.38,10090.89
3750320987,49.93,35.54,8028.29,47.2,356.61,10713.08,3.99,-1.08,-2.53,35.347619,-117.808997,638.7,8.11,,,7363.45,10087.24
3750456983,49.93,35.56,8028.8,47.19,356.53,10715.65,3.93,1.4,-0.46,35.347619,-117.808997,638.7,8.11,,,7363.96,10089.81
3750592987,49.93,35.55,8030.51,47.19,356.6,10713.27,1.69,5.13,0.83,35.347619,-117.808997,638.7,8.11,,,7365.67,10087.43
3750728983,49.94,35.55,8031.33,47.2,356.49,10717.03,-0.05,3.74,-2.68,35.347619,-117.808997,638.7,8.11,,,7366.49,10091.19
3750864994,49.94,35.56,8030.36,47.19,356.66,10711.45,0.45,4.76,-1.7,35.347619,-117.808997,638.7,8.11,,,7365.52,10085.61
3751000990,49.94,35.56,8028.65,47.19,356.78,10707.69,4.09,5.56,-2.5,35.347619,-117.808997,638.7,8.12,,,7363.81,10081.85
3751136987,49.94,35.57,8026.79,47.19,356.78,10707.56,26.39,8.64,-5.39,35.347619,-117.808997,638.7,8.12,,,7361.95,10081.72
3751272982,49.96,35.58,8021.75,47.19,357.05,10698.83,35.63,-8.49,-9.53,35.347619,-117.808997,638.7,8.11,,,7356.91,10072.99
