Time (us),BMP Temp (C) ,BMP Pressure (kPa),BMP Alt (m),MS Temp ©,BMP Pressure (hPa),BMP Alt (m),acc_x (m/s2),acc_y (m/s2),acc_z (m/s2),Lat (deg),Long (deg),GPS Alt (m),Battery Voltage (V),,,Alt AGL BMP (m),Alt AGL MS (m)
109304682,22.67,62.86,3872.7,25.49,629.79,4258.11,9.12,-3.29,-1.4,35.347619,-117.808997,638.7,8.12,,,3207.86,3632.27
109440685,22.68,62.86,3871.41,25.49,629.83,4257.53,10.25,-0.74,-2.4,35.347619,-117.808997,638.7,8.12,,,3206.57,3631.69
109576682,22.67,62.87,3870.75,25.49,629.92,4256.23,8.95,0.49,-2.95,35.347619,-117.808997,638.7,8.12,,,3205.91,3630.39
109712686,22.67,62.87,3870.18,25.48,629.96,4255.54,10.11,0.01,-2.89,35.347619,-117.808997,638.7,8.12,,,3205.34,3629.7
109848682,22.68,62.88,3869.61,25.48,629.98,4255.12,10.9,0.51,-2.26,35.347619,-117.808997,638.7,8.12,,,3204.77,3629.28
109984686,22.69,62.89,3867.01,25.48,630.08,4253.69,9.96,-0.11,-1.86,35.347619,-117.808997,638.7,8.12,,,3202.17,3627.85
110120682,22.7,62.89,3868.8,25.47,630.12,4252.89,10.5,-0.31,-1.66,35.347619,-117.808997,638.7,8.12,,,3203.96,3627.05
110256686,22.69,62.9,3866.69,25.47,630.15,4252.45,9.67,-0.59,-2.29,35.347619,-117.808997,638.7,8.12,,,3201.85,3626.61
110392682,22.7,62.91,3866.2,25.47,630.25,4250.87,10.25,0.02,-2.7,35.347619,-117.808997,638.7,8.12,,,3201.36,3625.03
110528694,22.69,62.92,3865.23,25.46,630.28,4250.38,9.15,0.57,-2.73,35.347619,-117.808997,638.7,8.12,,,3200.39,3624.54
110664682,22.69,62.92,3864.9,25.46,630.37,4249.14,9.35,1.29,-2.36,35.347619,-117.808997,638.7,8.12,,,3200.06,3623.3
110800694,22.69,62.93,3864.9,25.46,630.31,4249.92,8.78,2,-1.46,35.347619,-117.808997,638.7,8.12,,,3200.06,3624.08
110936682,22.69,62.93,3865.39,25.45,630.27,4250.48,8.93,2.23,-1.25,35.347619,-117.808997,638.7,8.12,,,3200.55,3624.64
111072686,22.68,62.92,3863.93,25.45,630.34,4249.34,9.16,2.18,-1.14,35.347619,-117.808997,638.7,8.12,,,3199.09,3623.5
111208682,22.67,62.93,3864.1,25.45,630.52,4246.61,9.5,2.48,-0.86,35.347619,-117.808997,638.7,8.12,,,3199.26,3620.77
111344686,22.67,62.93,3863.29,25.44,630.55,4246.13,9.89,2.83,-0.46,35.347619,-117.808997,638.7,8.12,,,3198.45,3620.29
111480682,22.66,62.94,3861.51,25.45,630.59,4245.51,9.29,2.58,-0.31,35.347619,-117.808997,638.7,8.12,,,3196.67,3619.67
111616686,22.65,62.95,3859.98,25.44,630.73,4243.25,9.36,2.31,0.05,35.347619,-117.808997,638.7,8.12,,,3195.14,3617.41
111752682,22.64,62.97,3860.06,25.44,630.78,4242.64,9.71,1.8,-0.03,35.347619,-117.808997,638.7,8.12,,,3195.22,3616.8
111888686,22.63,62.97,3859.74,25.44,630.78,4242.45,10.12,1.69,-0.61,35.347619,-117.808997,638.7,8.12,,,3194.9,3616.61
112024682,22.62,62.98,3859.57,25.43,630.84,4241.45,9.5,2.02,-1.62,35.347619,-117.808997,638.7,8.12,,,3194.73,3615.61
112160686,22.63,62.98,3857.54,25.43,630.88,4240.94,9.59,2.94,-1.49,35.347619,-117.808997,638.7,8.12,,,3192.7,3615.1
112296682,22.63,62.98,3858.11,25.43,630.96,4239.69,9.83,2.87,0.09,35.347619,-117.808997,638.7,8.12,,,3193.27,3613.85
112432686,22.63,62.98,3856.97,25.43,631.07,4238.01,10.02,2.65,1.03,35.347619,-117.808997,638.7,8.12,,,3192.13,3612.17
112568682,22.63,63,3857.14,25.42,630.99,4239.12,9.99,2.2,0.8,35.347619,-117.808997,638.7,8.12,,,3192.3,3613.28
112704710,22.64,62.99,3854.14,25.42,631.17,4236.37,10.52,1.61,0.89,35.347619,-117.808997,638.7,8.12,,,3189.3,3610.53
112840702,22.63,63,3854.39,25.42,631.24,4235.2,11.26,1.46,0.32,35.347619,-117.808997,638.7,8.12,,,3189.55,3609.36
112976710,22.62,63.02,3853.33,25.41,631.28,4234.64,9.74,2.17,-0.41,35.347619,-117.808997,638.7,8.12,,,3188.49,3608.8
113112691,22.63,63.02,3852.28,25.41,631.32,4233.94,8.8,2.8,-0.12,35.347619,-117.808997,638.7,8.12,,,3187.44,3608.1
113325860,22.63,63.02,3850.58,25.39,631.45,4231.6,9.74,2.21,1.25,35.347619,-117.808997,638.7,8.12,,,3185.74,3605.76
113462691,22.62,63.04,3850.25,25.39,631.56,4230.1,10.1,1.1,1.93,35.347619,-117.808997,638.7,8.12,,,3185.41,3604.26
113598686,22.64,63.05,3848.87,25.39,631.66,4228.54,9.87,0.41,2.02,35.347619,-117.808997,638.7,8.12,,,3184.03,3602.7
113734690,22.63,63.06,3848.47,25.39,631.61,4229.31,11.14,0.15,1.64,35.347619,-117.808997,638.7,8.12,,,3183.63,3603.47
113870686,22.62,63.05,3847.5,25.39,631.67,4228.48,11.1,0.6,1.16,35.347619,-117.808997,638.7,8.12,,,3182.66,3602.64
114006690,22.61,63.07,3847.58,25.39,631.7,4227.96,10.24,2.22,0.68,35.347619,-117.808997,638.7,8.12,,,3182.74,3602.12
114142686,22.62,63.08,3847.58,25.39,631.72,4227.62,9.34,3.24,0.75,35.347619,-117.808997,638.7,8.12,,,3182.74,3601.78
114278691,22.62,63.07,3847.09,25.38,631.79,4226.44,9.62,2.78,1.56,35.347619,-117.808997,638.7,8.12,,,3182.25,3600.6
114414686,22.62,63.06,3845.07,25.38,631.95,4224.02,7.22,0.12,2.43,35.347619,-117.808997,638.7,8.12,,,3180.23,3598.18
114550691,22.62,63.09,3843.69,25.38,632.11,4221.59,10.3,-0.86,0.13,35.347619,-117.808997,638.7,8.12,,,3178.85,3595.75
114686687,22.61,63.11,3841.91,25.38,632.28,4219.12,8.91,-0.35,-1.75,35.347619,-117.808997,638.7,8.12,,,3177.07,3593.28
114822690,22.61,63.12,3839.08,25.37,632.35,4217.87,10.13,-1.05,-1.47,35.347619,-117.808997,638.7,8.12,,,3174.24,3592.03
114958686,22.6,63.13,3839,25.37,632.42,4216.86,10.87,-2.09,-0.01,35.347619,-117.808997,638.7,8.12,,,3174.16,3591.02
115094694,22.61,63.14,3838.28,25.37,632.46,4216.21,9.68,-2.59,1.71,35.347619,-117.808997,638.7,8.12,,,3173.44,3590.37
115230691,22.6,63.13,3839.1,25.36,632.5,4215.48,9.31,-2.33,1.89,35.347619,-117.808997,638.7,8.12,,,3174.26,3589.64
115366690,22.57,63.14,3837.81,25.36,632.57,4214.47,10.12,-2.39,0.45,35.347619,-117.808997,638.7,8.12,,,3172.97,3588.63
115502686,22.57,63.14,3836.43,25.36,632.66,4213.11,10.23,-2.15,-1.65,35.347619,-117.808997,638.7,8.12,,,3171.59,3587.27
115638713,22.57,63.15,3836.11,25.36,632.79,4211.13,9.85,-1.71,-2.53,35.347619,-117.808997,638.7,8.12,,,3171.27,3585.29
115774710,22.57,63.17,3834.98,25.35,632.8,4210.86,10.88,-1.38,-1.6,35.347619,-117.808997,638.7,8.12,,,3170.14,3585.02
115910714,22.56,63.18,3834.98,25.35,632.86,4209.96,10.64,-1.41,0.19,35.347619,-117.808997,638.7,8.12,,,3170.14,3584.12
116046710,22.57,63.17,3834.98,25.35,632.75,4211.52,8.96,-0.7,1.98,35.347619,-117.808997,638.7,8.12,,,3170.14,3585.68
116182714,22.57,63.17,3835.63,25.35,632.77,4211.15,9.05,-0.03,2.61,35.347619,-117.808997,638.7,8.12,,,3170.79,3585.31
116318710,22.57,63.17,3834.17,25.34,632.88,4209.43,9.42,-0.51,1.9,35.347619,-117.808997,638.7,8.12,,,3169.33,3583.59
116454691,22.57,63.18,3833.12,25.34,632.97,4208.19,9.65,-0.69,0.9,35.347619,-117.808997,638.7,8.12,,,3168.28,3582.35
116590686,22.57,63.18,3833.92,25.34,632.93,4208.69,9.74,1.07,-0.01,35.347619,-117.808997,638.7,8.12,,,3169.08,3582.85
116726691,22.56,63.18,3834.09,25.34,632.91,4208.94,9.38,1.5,-0.09,35.347619,-117.808997,638.7,8.12,,,3169.25,3583.1
116862686,22.56,63.18,3834.01,25.33,632.9,4209.06,9.84,2.35,0.31,35.347619,-117.808997,638.7,8.12,,,3169.17,3583.22
116998691,22.57,63.18,3830.77,25.33,633.12,4205.65,9.91,2.76,1.12,35.347619,-117.808997,638.7,8.12,,,3165.93,3579.81
117134686,22.55,63.2,3829.72,25.33,633.29,4203.11,9.13,2.46,1.9,35.347619,-117.808997,638.7,8.12,,,3164.88,3577.27
117270691,22.56,63.21,3830.12,25.32,633.28,4203.19,9.7,2.52,1.25,35.347619,-117.808997,638.7,8.12,,,3165.28,3577.35
117406686,22.57,63.21,3829.07,25.32,633.34,4202.27,9.45,2.16,0.23,35.347619,-117.808997,638.7,8.12,,,3164.23,3576.43
117542694,22.57,63.23,3828.02,25.32,633.44,4200.78,8.81,0.99,-0.32,35.347619,-117.808997,638.7,8.12,,,3163.18,3574.94
117678686,22.57,63.24,3826.33,25.31,633.45,4200.53,9.76,0.52,-0.72,35.347619,-117.808997,638.7,8.12,,,3161.49,3574.69
117814690,22.57,63.25,3825.68,25.31,633.6,4198.28,9.96,0.9,-0.85,35.347619,-117.808997,638.7,8.12,,,3160.84,3572.44
117950691,22.57,63.25,3826.24,25.31,633.63,4197.83,9.33,1.93,-1.32,35.347619,-117.808997,638.7,8.12,,,3161.4,3571.99
118086691,22.57,63.25,3824.3,25.3,633.65,4197.42,9.47,2.62,-1.47,35.347619,-117.808997,638.7,8.12,,,3159.46,3571.58
118222687,22.57,63.26,3824.3,25.31,633.75,4195.97,9.24,2.63,-1.13,35.347619,-117.808997,638.7,8.12,,,3159.46,3570.13
118436868,22.56,63.26,3822.85,25.28,633.9,4193.31,9.7,1.82,-0.29,35.347619,-117.808997,638.7,8.12,,,3158.01,3567.47
118573687,22.56,63.27,3821.56,25.29,633.95,4192.6,10.39,1.13,-0.46,35.347619,-117.808997,638.7,8.12,,,3156.72,3566.76
118709682,22.56,63.29,3820.59,25.29,633.99,4192.07,10.21,0.84,-0.83,35.347619,-117.808997,638.7,8.12,,,3155.75,3566.23
118845686,22.56,63.29,3819.79,25.29,634.11,4190.14,12.71,-0.96,-1.98,35.347619,-117.808997,638.7,8.12,,,3154.95,3564.3
118981682,22.55,63.3,3820.76,25.28,634,4191.84,8.08,0.11,-1.66,35.347619,-117.808997,638.7,8.12,,,3155.92,3566
119117686,22.55,63.29,3821.24,25.29,634.07,4190.81,10.13,4.38,-1.78,35.347619,-117.808997,638.7,8.12,,,3156.4,3564.97
119253682,22.55,63.29,3818.82,25.28,634.24,4188.16,2.52,2.9,-1.77,35.347619,-117.808997,638.7,8.12,,,3153.98,3562.32
119389686,22.54,63.31,3818.65,25.28,634.2,4188.78,10.55,5.57,-2.78,35.347619,-117.808997,638.7,8.12,,,3153.81,3562.94
119525682,22.56,63.31,3815.75,25.27,634.44,4185.14,13.9,1.26,-1.41,35.347619,-117.808997,638.7,8.12,,,3150.91,3559.3
119661686,22.56,63.34,3814.46,25.28,634.45,4184.93,8.8,-2.49,-0.84,35.347619,-117.808997,638.7,8.12,,,3149.62,3559.09
119797682,22.56,63.33,3814.29,25.27,634.51,4184.06,5.81,-2.58,-1.09,35.347619,-117.808997,638.7,8.12,,,3149.45,3558.22
119933686,22.56,63.34,3813.97,25.27,634.63,4182.22,10.79,-3.7,-1.99,35.347619,-117.808997,638.7,8.12,,,3149.13,3556.38
120069682,22.55,63.35,3811.79,25.27,634.69,4181.26,12.78,-0.91,-5.27,35.347619,-117.808997,638.7,8.12,,,3146.95,3555.42
120205687,22.56,63.36,3812.11,25.27,634.69,4181.18,7.75,2.15,-5.6,35.347619,-117.808997,638.7,8.12,,,3147.27,3555.34
120341681,22.57,63.35,3811.46,25.26,634.87,4178.4,6.8,1.61,-5.07,35.347619,-117.808997,638.7,8.12,,,3146.62,3552.56
120477686,22.57,63.37,3809.5,25.26,634.89,4178.09,10.28,2.06,-4.38,35.347619,-117.808997,638.7,8.12,,,3144.66,3552.25
120613682,22.58,63.37,3808.13,25.26,634.91,4177.81,12.86,0.09,-1.16,35.347619,-117.808997,638.7,8.12,,,3143.29,3551.97
120749686,22.6,63.39,3808.13,25.25,635.03,4175.95,9.34,-1.74,0.68,35.347619,-117.808997,638.7,8.12,,,3143.29,3550.11
120885686,22.6,63.39,3807.73,25.25,635.06,4175.35,8.75,-2.85,0.19,35.347619,-117.808997,638.7,8.12,,,3142.89,3549.51
121021686,22.6,63.4,3805.23,25.25,635.17,4173.8,11.18,-3.33,-2.35,35.347619,-117.808997,638.7,8.12,,,3140.39,3547.96
121157686,22.6,63.42,3805.23,25.25,635.29,4171.92,9.93,-1.73,-4.55,35.347619,-117.808997,638.7,8.12,,,3140.39,3546.08
121293686,22.6,63.41,3806.11,25.24,635.11,4174.62,8.98,0.59,-5.34,35.347619,-117.808997,638.7,8.12,,,3141.27,3548.78
121429682,22.61,63.42,3803.53,25.24,635.36,4170.83,10.24,0.44,-4.61,35.347619,-117.808997,638.7,8.12,,,3138.69,3544.99
121565691,22.61,63.43,3803.93,25.24,635.35,4170.95,10.61,0.24,-2.41,35.347619,-117.808997,638.7,8.12,,,3139.09,3545.11
121701702,22.62,63.44,3802.48,25.24,635.55,4167.85,9.46,0.52,-0.46,35.347619,-117.808997,638.7,8.12,,,3137.64,3542.01
121837710,22.62,63.44,3801.03,25.23,635.49,4168.71,10.21,-0.01,-0.09,35.347619,-117.808997,638.7,8.12,,,3136.19,3542.87
121973703,22.62,63.44,3801.11,25.22,635.59,4167.2,9.96,-1.33,-1.07,35.347619,-117.808997,638.7,8.12,,,3136.27,3541.36
122109710,22.62,63.45,3800.14,25.22,635.69,4165.66,9.58,-2.45,-2.37,35.347619,-117.808997,638.7,8.12,,,3135.3,3539.82
122245702,22.62,63.46,3799.34,25.22,635.73,4164.98,9.84,-1.93,-1.84,35.347619,-117.808997,638.7,8.12,,,3134.5,3539.14
122381713,22.61,63.47,3798.46,25.22,635.73,4164.91,10.1,-0.32,-1.32,35.347619,-117.808997,638.7,8.12,,,3133.62,3539.07
122517682,22.6,63.47,3797.66,25.22,635.86,4163.01,9.69,0.89,-1.13,35.347619,-117.808997,638.7,8.12,,,3132.82,3537.17
122653691,22.59,63.48,3796.44,25.21,635.91,4162.21,8.75,0.48,-1.34,35.347619,-117.808997,638.7,8.12,,,3131.6,3536.37
122789686,22.59,63.48,3796.52,25.21,635.95,4161.58,9.68,-0.68,-1.33,35.347619,-117.808997,638.7,8.12,,,3131.68,3535.74
122925686,22.59,63.48,3796.77,25.21,635.99,4160.98,10.02,-1.85,-1.54,35.347619,-117.808997,638.7,8.12,,,3131.93,3535.14
123061682,22.59,63.5,3795.72,25.21,636.06,4159.82,9.95,-2.36,-0.85,35.347619,-117.808997,638.7,8.12,,,3130.88,3533.98
123197686,22.58,63.51,3793.96,25.2,636.14,4158.65,9.6,-2.18,0.02,35.347619,-117.808997,638.7,8.12,,,3129.12,3532.81
123333682,22.58,63.5,3793.64,25.2,636.16,4158.21,10.33,-1.05,-0.57,35.347619,-117.808997,638.7,8.12,,,3128.8,3532.37
123538860,22.57,63.51,3792.19,25.18,636.3,4155.93,9.3,0.01,-1.7,35.347619,-117.808997,638.7,8.12,,,3127.35,3530.09
123675691,22.57,63.52,3791.39,25.18,636.32,4155.67,9.32,0,-2.01,35.347619,-117.808997,638.7,8.12,,,3126.55,3529.83
123811686,22.57,63.54,3790.26,25.18,636.45,4153.65,10.07,-0.62,-1.87,35.347619,-117.808997,638.7,8.12,,,3125.42,3527.81
123947691,22.57,63.54,3790.42,25.18,636.46,4153.63,9.57,-1.57,-0.54,35.347619,-117.808997,638.7,8.12,,,3125.58,3527.79
124083687,22.57,63.54,3789.62,25.18,636.59,4151.65,7.86,-2.15,-0.76,35.347619,-117.808997,638.7,8.12,,,3124.78,3525.81
124219691,22.56,63.55,3787.77,25.18,636.57,4151.84,8.38,-2.42,0.58,35.347619,-117.808997,638.7,8.12,,,3122.93,3526
124355686,22.55,63.56,3787.86,25.18,636.61,4151.3,9.98,-2.3,-0.15,35.347619,-117.808997,638.7,8.12,,,3123.02,3525.46
124491702,22.54,63.56,3787.06,25.17,636.72,4149.54,9.7,-1.7,-1.16,35.347619,-117.808997,638.7,8.12,,,3122.22,3523.7
124627706,22.54,63.57,3785.93,25.17,636.75,4149.13,10.31,-1.3,-0.95,35.347619,-117.808997,638.7,8.12,,,3121.09,3523.29
124763710,22.54,63.56,3784.79,25.17,636.87,4147.21,10.42,-1.19,-0.23,35.347619,-117.808997,638.7,8.12,,,3119.95,3521.37
124899706,22.55,63.58,3784.96,25.16,636.9,4146.74,9.69,-1.4,-0.06,35.347619,-117.808997,638.7,8.12,,,3120.12,3520.9
125035710,22.55,63.58,3784.48,25.16,637,4145.13,9.61,-1.81,0.13,35.347619,-117.808997,638.7,8.12,,,3119.64,3519.29
125171706,22.54,63.59,3783.51,25.16,637.1,4143.62,10.52,-2.21,-0.13,35.347619,-117.808997,638.7,8.12,,,3118.67,3517.78
125307710,22.54,63.61,3781.58,25.16,637.15,4142.91,10.15,-2.3,-0.62,35.347619,-117.808997,638.7,8.12,,,3116.74,3517.07
125443686,22.55,63.61,3780.93,25.16,637.29,4140.79,9.46,-2.19,-0.84,35.347619,-117.808997,638.7,8.12,,,3116.09,3514.95
125579690,22.55,63.62,3780.13,25.16,637.37,4139.62,10.26,-1.79,-1.01,35.347619,-117.808997,638.7,8.12,,,3115.29,3513.78
125715686,22.54,63.63,3778.77,25.15,637.36,4139.62,9.71,-1.53,-0.94,35.347619,-117.808997,638.7,8.12,,,3113.93,3513.78
125851690,22.54,63.63,3778.2,25.15,637.4,4139.07,9.97,-1.66,-0.11,35.347619,-117.808997,638.7,8.12,,,3113.36,3513.23
125987687,22.54,63.64,3777.72,25.14,637.46,4138.11,10.57,-1.35,0.41,35.347619,-117.808997,638.7,8.12,,,3112.88,3512.27
126123694,22.54,63.64,3776.75,25.14,637.61,4135.85,10.64,-1.99,-0.18,35.347619,-117.808997,638.7,8.12,,,3111.91,3510.01
126259686,22.54,63.65,3775.16,25.14,637.66,4135.03,10.56,-1.7,0.22,35.347619,-117.808997,638.7,8.12,,,3110.32,3509.19
126395690,22.54,63.66,3775.32,25.14,637.71,4134.26,11.46,-2.53,-0.9,35.347619,-117.808997,638.7,8.12,,,3110.48,3508.42
126531686,22.52,63.66,3774.67,25.13,637.75,4133.6,9.32,-3.39,-1.69,35.347619,-117.808997,638.7,8.12,,,3109.83,3507.76
126667691,22.52,63.67,3774.84,25.13,637.77,4133.3,8.39,-3.86,-1.53,35.347619,-117.808997,638.7,8.12,,,3110,3507.46
126803686,22.52,63.67,3772.91,25.13,637.88,4131.66,8.58,-3.53,-0.69,35.347619,-117.808997,638.7,8.12,,,3108.07,3505.82
126939691,22.51,63.68,3774.13,25.12,637.8,4132.73,9.4,-2.26,-0.07,35.347619,-117.808997,638.7,8.12,,,3109.29,3506.89
127075690,22.51,63.67,3773.81,25.12,637.85,4131.95,10.16,0.23,-0.01,35.347619,-117.808997,638.7,8.12,,,3108.97,3506.11
127211695,22.48,63.67,3773.58,25.12,637.79,4132.91,9.99,3.31,-0.93,35.347619,-117.808997,638.7,8.12,,,3108.74,3507.07
127347686,22.48,63.67,3773.26,25.12,637.89,4131.42,8.42,2.88,-1,35.347619,-117.808997,638.7,8.12,,,3108.42,3505.58
127483690,22.48,63.68,3772.61,25.11,637.85,4131.83,8.85,2.79,-0.7,35.347619,-117.808997,638.7,8.12,,,3107.77,3505.99
127619686,22.48,63.68,3773.16,25.11,637.92,4130.79,9.74,2.5,0.5,35.347619,-117.808997,638.7,8.12,,,3108.32,3504.95
127755691,22.51,63.69,3771.07,25.11,638.02,4129.4,8.91,2.3,1.15,35.347619,-117.808997,638.7,8.12,,,3106.23,3503.56
127891686,22.53,63.7,3769.54,25.11,638.14,4127.43,10.15,2.57,0.08,35.347619,-117.808997,638.7,8.12,,,3104.7,3501.59
128027691,22.53,63.71,3769.85,25.1,638.24,4125.94,10.28,2.26,-2.15,35.347619,-117.808997,638.7,8.12,,,3105.01,3500.1
128163686,22.53,63.71,3768.32,25.1,638.35,4124.23,9.63,1.13,-2.82,35.347619,-117.808997,638.7,8.12,,,3103.48,3498.39
128299691,22.54,63.72,3767.28,25.1,638.41,4123.27,10.13,1.09,-1.63,35.347619,-117.808997,638.7,8.12,,,3102.44,3497.43
128435686,22.54,63.73,3767.84,25.1,638.39,4123.57,10.49,1.99,-0.34,35.347619,-117.808997,638.7,8.12,,,3103,3497.73
128708868,22.53,63.74,3766.18,25.06,638.37,4123.3,8.26,4.09,-0.57,35.347619,-117.808997,638.7,8.12,,,3101.34,3497.46
128845686,22.49,63.74,3765.45,25.06,638.57,4120.42,9.18,3.58,-1.83,35.347619,-117.808997,638.7,8.12,,,3100.61,3494.58
128981682,22.51,63.75,3763.84,25.07,638.72,4118.41,9.93,2.17,-2.46,35.347619,-117.808997,638.7,8.12,,,3099,3492.57
129117686,22.52,63.76,3762.87,25.08,638.76,4117.8,10.63,1.15,-1.88,35.347619,-117.808997,638.7,8.12,,,3098.03,3491.96
129253682,22.52,63.77,3760.38,25.07,638.89,4115.8,9.9,-0.45,-2.01,35.347619,-117.808997,638.7,8.12,,,3095.54,3489.96
129389686,22.53,63.78,3759.42,25.07,638.97,4114.6,9.49,-1.21,-2.26,35.347619,-117.808997,638.7,8.12,,,3094.58,3488.76
129525682,22.53,63.79,3758.85,25.07,639.12,4112.43,10.65,-1.19,-3.08,35.347619,-117.808997,638.7,8.12,,,3094.01,3486.59
129661686,22.53,63.81,3757.83,25.07,639.15,4111.95,9.24,-0.66,-3.22,35.347619,-117.808997,638.7,8.12,,,3092.99,3486.11
129797683,22.51,63.81,3758.62,25.07,639.13,4112.13,9.59,0.15,-3.28,35.347619,-117.808997,638.7,8.12,,,3093.78,3486.29
129933686,22.51,63.8,3757.58,25.07,639.14,4112.08,9.93,0.06,-2.84,35.347619,-117.808997,638.7,8.12,,,3092.74,3486.24
130069682,22.52,63.8,3758.37,25.06,639.26,4110.13,9.88,-1.05,-2.08,35.347619,-117.808997,638.7,8.12,,,3093.53,3484.29
130205686,22.52,63.81,3755.23,25.06,639.37,4108.52,9.68,-1.47,-1.47,35.347619,-117.808997,638.7,8.12,,,3090.39,3482.68
130341681,22.53,63.83,3753.14,25.06,639.43,4107.59,9.92,-1.56,-1.66,35.347619,-117.808997,638.7,8.12,,,3088.3,3481.75
130477686,22.53,63.83,3755.23,25.05,639.5,4106.45,10.06,-1.93,-1.88,35.347619,-117.808997,638.7,8.12,,,3090.39,3480.61
130613682,22.54,63.83,3754.75,25.05,639.56,4105.54,9.51,-2.09,-1.73,35.347619,-117.808997,638.7,8.12,,,3089.91,3479.7
130749686,22.55,63.84,3753.31,25.05,639.59,4105.13,9.41,-2.02,-1.29,35.347619,-117.808997,638.7,8.12,,,3088.47,3479.29
130885682,22.53,63.85,3751.87,25.05,639.69,4103.56,10.08,-1.71,-1.01,35.347619,-117.808997,638.7,8.12,,,3087.03,3477.72
131021686,22.53,63.84,3750.5,25.05,639.72,4103.17,9.75,-1.21,-0.9,35.347619,-117.808997,638.7,8.12,,,3085.66,3477.33
131157683,22.53,63.86,3751.24,25.04,639.82,4101.58,10.11,-0.72,-1.48,35.347619,-117.808997,638.7,8.12,,,3086.4,3475.74
131293694,22.53,63.87,3749.79,25.04,639.83,4101.42,9.41,-0.62,-2.02,35.347619,-117.808997,638.7,8.12,,,3084.95,3475.58
131429682,22.53,63.88,3749.31,25.04,639.91,4100.11,9.55,-0.87,-2.21,35.347619,-117.808997,638.7,8.11,,,3084.47,3474.27
131565686,22.52,63.88,3748.18,25.03,640.02,4098.57,9.87,-1.24,-1.8,35.347619,-117.808997,638.7,8.12,,,3083.34,3472.73
131701706,22.52,63.88,3747.95,25.03,640,4098.74,9.67,-1.24,-0.58,35.347619,-117.808997,638.7,8.12,,,3083.11,3472.9
131837710,22.51,63.89,3747.24,25.03,640.13,4096.84,9.36,-1.15,0.16,35.347619,-117.808997,638.7,8.12,,,3082.4,3471
131973702,22.51,63.9,3746.28,25.03,640.18,4096,9.78,-1.15,-0.32,35.347619,-117.808997,638.7,8.12,,,3081.44,3470.16
132109710,22.51,63.91,3745.23,25.03,640.14,4096.54,9.63,-1.47,-1.02,35.347619,-117.808997,638.7,8.12,,,3080.39,3470.7
132245702,22.51,63.92,3743.23,25.02,640.2,4095.59,9.65,-1.66,-1.24,35.347619,-117.808997,638.7,8.12,,,3078.39,3469.75
132381710,22.5,63.91,3743.39,25.02,640.36,4093.27,9.94,-1.8,-0.71,35.347619,-117.808997,638.7,8.12,,,3078.55,3467.43
132517683,22.5,63.92,3741.7,25.02,640.5,4091.12,9.81,-1.44,-0.11,35.347619,-117.808997,638.7,8.12,,,3076.86,3465.28
132653686,22.51,63.94,3739.55,25.01,640.54,4090.51,9.83,-1.09,1.19,35.347619,-117.808997,638.7,8.12,,,3074.71,3464.67
132789690,22.51,63.94,3739.71,25.02,640.62,4089.36,10.18,-0.88,0.97,35.347619,-117.808997,638.7,8.12,,,3074.87,3463.52
132925686,22.49,63.96,3738.92,25.01,640.7,4088.11,9.6,-1.56,-0.61,35.347619,-117.808997,638.7,8.12,,,3074.08,3462.27
133061682,22.48,63.97,3737.79,25,640.83,4086.08,10.62,-2.41,-1.21,35.347619,-117.808997,638.7,8.12,,,3072.95,3460.24
133197686,22.49,63.97,3737.96,25,640.85,4085.79,9.99,-2.73,-0.4,35.347619,-117.808997,638.7,8.12,,,3073.12,3459.95
133333681,22.49,63.98,3736.43,25,640.98,4083.83,9.92,-3.04,-0.2,35.347619,-117.808997,638.7,8.12,,,3071.59,3457.99
133469686,22.49,63.99,3736.04,25,640.97,4083.97,9.24,-1.72,0.78,35.347619,-117.808997,638.7,8.12,,,3071.2,3458.13
133605714,22.48,63.99,3737.73,25,640.89,4085.06,10.36,0.33,1.36,35.347619,-117.808997,638.7,8.12,,,3072.89,3459.22
133887893,22.47,63.98,3735.18,24.96,641,4082.93,11.09,-0.35,0.48,35.347619,-117.808997,638.7,8.12,,,3070.34,3457.09
134024706,22.45,64,3736.06,24.97,641.03,4082.66,10.72,-0.46,1.41,35.347619,-117.808997,638.7,8.12,,,3071.22,3456.82
134160706,22.46,64,3735.1,24.97,641.03,4082.68,10.22,-1.47,2.3,35.347619,-117.808997,638.7,8.12,,,3070.26,3456.84
134296691,22.46,64,3733.49,24.97,641.16,4080.71,10.85,0.2,2.16,35.347619,-117.808997,638.7,8.12,,,3068.65,3454.87
134432690,22.47,64.01,3732.53,24.97,641.27,4079.2,11.32,1.78,0.96,35.347619,-117.808997,638.7,8.12,,,3067.69,3453.36
134568690,22.47,64.02,3731.57,24.97,641.28,4078.98,10.34,1.48,0.48,35.347619,-117.808997,638.7,8.12,,,3066.73,3453.14
134704686,22.47,64.03,3732.53,24.97,641.26,4079.28,10.23,2.44,-0.25,35.347619,-117.808997,638.7,8.12,,,3067.69,3453.44
134840694,22.47,64.02,3731.09,24.97,641.32,4078.35,10.17,2.43,0.26,35.347619,-117.808997,638.7,8.12,,,3066.25,3452.51
134976686,22.47,64.03,3730.36,24.97,641.44,4076.59,9.69,2.26,1.03,35.347619,-117.808997,638.7,8.12,,,3065.52,3450.75
135112690,22.48,64.04,3728.52,24.96,641.55,4074.92,9.19,1.94,1.7,35.347619,-117.808997,638.7,8.12,,,3063.68,3449.08
